"","Type","Id","FirstName","LastName","City","Country","Phone","OrderDate","TotalAmount","OrderNumber","UnitPrice","Quantity","ProductName","Package","IsDiscontinued"
"997","Customer",83,"Palle","Ibsen","Århus","Denmark","86 21 32 43","30/04/2017","834,2","542497",16.8,15,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles","0"
"998","Customer",29,"Eduardo","Saavedra","Barcelona","Spain","(93) 203 4560","29/04/2017","136","542496",16.8,5,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles","0"
"999","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","14/04/2017","5677,6","542481",16.8,10,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles","0"
"1000","Customer",28,"Lino","Rodriguez","Lisboa","Portugal","(1) 354-2534","22/03/2017","1168","542458",16.8,40,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles","0"
"1001","Customer",30,"José","Pedro Freyre","Sevilla","Spain","(95) 555 82 82","25/02/2017","1242","542433",16.8,30,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles","0"
"1002","Customer",84,"Mary","Saveley","Lyon","France","78.32.54.86","04/01/2017","670,8","542381",16.8,20,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles","0"
"1003","Customer",34,"Mario","Pontes","Rio de Janeiro","Brazil","(21) 555-0091","03/01/2017","1813","542380",16.8,15,"Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles","0"
"1004","Customer",3,"Antonio","Moreno","México D.F.","Mexico","(5) 555-3932","11/03/2018","375,5","542812",17,4,"Louisiana Hot Spiced Okra","24 - 8 oz jars","0"
"1005","Customer",19,"Ann","Devon","London","UK","(171) 555-0297","12/10/2017","796,35","542662",17,24,"Louisiana Hot Spiced Okra","24 - 8 oz jars","0"
"1006","Customer",41,"Annette","Roulet","Toulouse","France","61.77.61.10","03/09/2017","676","542623",13.6,10,"Louisiana Hot Spiced Okra","24 - 8 oz jars","0"
"1007","Customer",76,"Pascale","Cartrain","Charleroi","Belgium","(071) 23 67 22 20","16/08/2017","1770,8","542605",13.6,60,"Louisiana Hot Spiced Okra","24 - 8 oz jars","0"
"1008","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","14/07/2017","1792","542572",13.6,60,"Louisiana Hot Spiced Okra","24 - 8 oz jars","0"
"1009","Customer",49,"Giovanni","Rovelli","Bergamo","Italy","035-640230","22/02/2017","608","542430",13.6,30,"Louisiana Hot Spiced Okra","24 - 8 oz jars","0"
"1010","Customer",25,"Peter","Franken","München","Germany","089-0877310","27/02/2018","2301,75","542800",14,25,"Laughing Lumberjack Lager","24 - 12 oz bottles","0"
"1011","Customer",48,"Fran","Wilson","Portland","USA","(503) 555-9573","24/10/2017","417,2","542674",14,7,"Laughing Lumberjack Lager","24 - 12 oz bottles","0"
"1012","Customer",58,"Guillermo","Fernández","México D.F.","Mexico","(5) 552-3745","12/09/2017","816,3","542632",14,30,"Laughing Lumberjack Lager","24 - 12 oz bottles","0"
"1013","Customer",44,"Renate","Messner","Frankfurt a.M.","Germany","069-0245984","06/02/2017","1452","542414",11.2,5,"Laughing Lumberjack Lager","24 - 12 oz bottles","0"
"1014","Customer",71,"Jose","Pavarotti","Boise","USA","(208) 555-8097","29/03/2018","2048","542830",12.5,40,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1015","Customer",48,"Fran","Wilson","Portland","USA","(503) 555-9573","19/02/2018","125","542792",12.5,10,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1016","Customer",67,"Janete","Limeira","Rio de Janeiro","Brazil","(21) 555-3412","10/01/2018","605","542752",12.5,18,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1017","Customer",51,"Jean","Fresnière","Montréal","Canada","(514) 555-8054","06/01/2018","2697,5","542748",12.5,15,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1018","Customer",63,"Horst","Kloss","Cunewalde","Germany","0372-035188","20/10/2017","10191,7","542670",12.5,35,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1019","Customer",50,"Catherine","Dewey","Bruxelles","Belgium","(02) 201 24 67","09/10/2017","946","542659",12.5,20,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1020","Customer",12,"Patricio","Simpson","Buenos Aires","Argentina","(1) 135-5555","01/10/2017","225,5","542651",12.5,6,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1021","Customer",35,"Carlos","Hernández","San Cristóbal","Venezuela","(5) 555-1340","31/08/2017","3163,2","542620",10,30,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1022","Customer",24,"Maria","Larsson","Bräcke","Sweden","0695-34 67 21","01/08/2017","234,8","542590",10,21,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1023","Customer",51,"Jean","Fresnière","Montréal","Canada","(514) 555-8054","26/06/2017","11493,2","542554",10,30,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1024","Customer",73,"Jytte","Petersen","Kobenhavn","Denmark","31 12 34 56","19/06/2017","11283,2","542547",10,36,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1025","Customer",83,"Palle","Ibsen","Århus","Denmark","86 21 32 43","01/06/2017","1765,6","542529",10,60,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1026","Customer",75,"Art","Braunschweiger","Lander","USA","(307) 555-4680","18/05/2017","864","542515",10,8,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1027","Customer",44,"Renate","Messner","Frankfurt a.M.","Germany","069-0245984","06/04/2017","1586","542473",10,4,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1028","Customer",84,"Mary","Saveley","Lyon","France","78.32.54.86","28/03/2017","144,8","542464",10,10,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1029","Customer",28,"Lino","Rodriguez","Lisboa","Portugal","(1) 354-2534","22/03/2017","1168","542458",10,10,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1030","Customer",48,"Fran","Wilson","Portland","USA","(503) 555-9573","01/03/2017","424","542437",10,3,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1031","Customer",30,"José","Pedro Freyre","Sevilla","Spain","(95) 555 82 82","25/02/2017","1242","542433",10,15,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1032","Customer",49,"Giovanni","Rovelli","Bergamo","Italy","035-640230","22/02/2017","608","542430",10,20,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1033","Customer",66,"Maurizio","Moroni","Reggio Emilia","Italy","0522-556721","10/02/2017","89","542418",10,3,"Scottish Longbreads","10 boxes x 8 pieces","0"
"1034","Customer",89,"Karl","Jablonski","Seattle","USA","(206) 555-4112","22/03/2018","2334","542823",36,30,"Gudbrandsdalsost","10 kg pkg","0"
"1035","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","24/02/2018","1921","542797",36,45,"Gudbrandsdalsost","10 kg pkg","0"
"1036","Customer",86,"Rita","Müller","Stuttgart","Germany","0711-020361","28/01/2018","945","542770",36,20,"Gudbrandsdalsost","10 kg pkg","0"
"1037","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","14/12/2017","6300","542725",36,65,"Gudbrandsdalsost","10 kg pkg","0"
"1038","Customer",44,"Renate","Messner","Frankfurt a.M.","Germany","069-0245984","12/12/2017","2493","542723",36,20,"Gudbrandsdalsost","10 kg pkg","0"
"1039","Customer",87,"Pirkko","Koskitalo","Oulu","Finland","981-443655)","02/12/2017","2413,9","542713",36,10,"Gudbrandsdalsost","10 kg pkg","0"
"1040","Customer",35,"Carlos","Hernández","San Cristóbal","Venezuela","(5) 555-1340","01/11/2017","880,5","542682",36,18,"Gudbrandsdalsost","10 kg pkg","0"
"1041","Customer",50,"Catherine","Dewey","Bruxelles","Belgium","(02) 201 24 67","09/10/2017","946","542659",36,10,"Gudbrandsdalsost","10 kg pkg","0"
"1042","Customer",41,"Annette","Roulet","Toulouse","France","61.77.61.10","03/09/2017","676","542623",28.8,10,"Gudbrandsdalsost","10 kg pkg","0"
"1043","Customer",68,"Michael","Holz","Genève","Switzerland","0897-034214","21/06/2017","2208","542549",28.8,20,"Gudbrandsdalsost","10 kg pkg","0"
"1044","Customer",56,"Henriette","Pfalzheim","Köln","Germany","0221-0644327","09/06/2017","1194","542537",28.8,15,"Gudbrandsdalsost","10 kg pkg","0"
"1045","Customer",35,"Carlos","Hernández","San Cristóbal","Venezuela","(5) 555-1340","28/05/2017","2333,2","542525",28.8,8,"Gudbrandsdalsost","10 kg pkg","0"
"1046","Customer",59,"Georg","Pipps","Salzburg","Austria","6562-9722)","25/05/2017","1440","542522",28.8,50,"Gudbrandsdalsost","10 kg pkg","0"
"1047","Customer",19,"Ann","Devon","London","UK","(171) 555-0297","27/04/2017","950","542494",28.8,30,"Gudbrandsdalsost","10 kg pkg","0"
"1048","Customer",86,"Rita","Müller","Stuttgart","Germany","0711-020361","19/04/2017","1106,4","542486",28.8,20,"Gudbrandsdalsost","10 kg pkg","0"
"1049","Customer",41,"Annette","Roulet","Toulouse","France","61.77.61.10","13/04/2017","713,4","542480",28.8,18,"Gudbrandsdalsost","10 kg pkg","0"
"1050","Customer",18,"Janine","Labrune","Nantes","France","40.67.88.88","05/03/2017","268,8","542441",28.8,7,"Gudbrandsdalsost","10 kg pkg","0"
"1051","Customer",2,"Ana","Trujillo","México D.F.","Mexico","(5) 555-4729","02/03/2017","88,8","542438",28.8,1,"Gudbrandsdalsost","10 kg pkg","0"
"1052","Customer",46,"Carlos","González","Barquisimeto","Venezuela","(9) 331-6954","18/02/2017","1050,6","542426",28.8,15,"Gudbrandsdalsost","10 kg pkg","0"
"1053","Customer",4,"Thomas","Hardy","London","UK","(171) 555-7788","05/04/2018","1704","542837",15,28,"Outback Lager","24 - 355 ml bottles","0"
"1054","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","27/03/2018","3600,73","542828",15,8,"Outback Lager","24 - 355 ml bottles","0"
"1055","Customer",47,"Felipe","Izquierdo","I. de Margarita","Venezuela","(8) 34-56-12","26/03/2018","1073,9","542827",15,30,"Outback Lager","24 - 355 ml bottles","0"
"1056","Customer",63,"Horst","Kloss","Cunewalde","Germany","0372-035188","23/03/2018","4825","542824",15,50,"Outback Lager","24 - 355 ml bottles","0"
"1057","Customer",62,"Lúcia","Carvalho","Sao Paulo","Brazil","(11) 555-1189","16/02/2018","1291,6","542789",15,40,"Outback Lager","24 - 355 ml bottles","0"
"1058","Customer",86,"Rita","Müller","Stuttgart","Germany","0711-020361","28/01/2018","945","542770",15,15,"Outback Lager","24 - 355 ml bottles","0"
"1059","Customer",38,"Helen","Bennett","Cowes","UK","(198) 555-8888","09/01/2018","758,5","542751",15,20,"Outback Lager","24 - 355 ml bottles","0"
"1060","Customer",32,"Howard","Snyder","Eugene","USA","(503) 555-7555","04/01/2018","5032","542746",15,15,"Outback Lager","24 - 355 ml bottles","0"
"1061","Customer",11,"Victoria","Ashworth","London","UK","(171) 555-1212","18/10/2017","139,8","542668",15,7,"Outback Lager","24 - 355 ml bottles","0"
"1062","Customer",53,"Simon","Crowther","London","UK","(171) 555-7733","27/09/2017","352","542647",15,6,"Outback Lager","24 - 355 ml bottles","0"
"1063","Customer",39,"Philip","Cramer","Brandenburg","Germany","0555-09876","16/09/2017","462","542636",15,14,"Outback Lager","24 - 355 ml bottles","0"
"1064","Customer",47,"Felipe","Izquierdo","I. de Margarita","Venezuela","(8) 34-56-12","26/08/2017","1760","542615",12,60,"Outback Lager","24 - 355 ml bottles","0"
"1065","Customer",35,"Carlos","Hernández","San Cristóbal","Venezuela","(5) 555-1340","17/08/2017","182,4","542606",12,12,"Outback Lager","24 - 355 ml bottles","0"
"1066","Customer",4,"Thomas","Hardy","London","UK","(171) 555-7788","25/07/2017","453","542583",12,25,"Outback Lager","24 - 355 ml bottles","0"
"1067","Customer",88,"Paula","Parente","Resende","Brazil","(14) 555-8122","22/06/2017","1897,6","542550",12,8,"Outback Lager","24 - 355 ml bottles","0"
"1068","Customer",10,"Elizabeth","Lincoln","Tsawassen","Canada","(604) 555-4729","22/05/2017","1832,8","542519",12,30,"Outback Lager","24 - 355 ml bottles","0"
"1069","Customer",37,"Patricia","McKenna","Cork","Ireland","2967 542","13/05/2017","1419,8","542510",12,30,"Outback Lager","24 - 355 ml bottles","0"
"1070","Customer",38,"Helen","Bennett","Cowes","UK","(198) 555-8888","09/03/2017","516,8","542445",12,30,"Outback Lager","24 - 355 ml bottles","0"
"1071","Customer",2,"Ana","Trujillo","México D.F.","Mexico","(5) 555-4729","02/03/2017","88,8","542438",12,5,"Outback Lager","24 - 355 ml bottles","0"
"1072","Customer",67,"Janete","Limeira","Rio de Janeiro","Brazil","(21) 555-3412","21/02/2017","349,5","542429",12,20,"Outback Lager","24 - 355 ml bottles","0"
"1073","Customer",7,"Frédérique","Citeaux","Strasbourg","France","88.60.15.31","18/01/2017","1176","542395",12,20,"Outback Lager","24 - 355 ml bottles","0"
"1074","Customer",56,"Henriette","Pfalzheim","Köln","Germany","0221-0644327","13/01/2017","1746,2","542390",12,21,"Outback Lager","24 - 355 ml bottles","0"
"1075","Customer",37,"Patricia","McKenna","Cork","Ireland","2967 542","30/03/2018","3370","542831",21.5,20,"Flotemysost","10 - 500 g pkgs","0"
"1076","Customer",71,"Jose","Pavarotti","Boise","USA","(208) 555-8097","29/03/2018","2048","542830",21.5,60,"Flotemysost","10 - 500 g pkgs","0"
"1077","Customer",5,"Christina","Berglund","Luleå","Sweden","0921-12 34 65","01/03/2018","4210,5","542802",21.5,12,"Flotemysost","10 - 500 g pkgs","0"
"1078","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","24/02/2018","1921","542797",21.5,14,"Flotemysost","10 - 500 g pkgs","0"
"1079","Customer",37,"Patricia","McKenna","Cork","Ireland","2967 542","03/02/2018","1928","542776",21.5,30,"Flotemysost","10 - 500 g pkgs","0"
"1080","Customer",5,"Christina","Berglund","Luleå","Sweden","0921-12 34 65","14/01/2018","1503,6","542756",21.5,20,"Flotemysost","10 - 500 g pkgs","0"
"1081","Customer",38,"Helen","Bennett","Cowes","UK","(198) 555-8888","09/01/2018","758,5","542751",21.5,15,"Flotemysost","10 - 500 g pkgs","0"
"1082","Customer",32,"Howard","Snyder","Eugene","USA","(503) 555-7555","04/01/2018","5032","542746",21.5,15,"Flotemysost","10 - 500 g pkgs","0"
"1083","Customer",51,"Jean","Fresnière","Montréal","Canada","(514) 555-8054","24/12/2017","4326","542735",21.5,15,"Flotemysost","10 - 500 g pkgs","0"
"1084","Customer",65,"Paula","Wilson","Albuquerque","USA","(505) 555-5939)","17/12/2017","2388,5","542728",21.5,9,"Flotemysost","10 - 500 g pkgs","0"
"1085","Customer",34,"Mario","Pontes","Rio de Janeiro","Brazil","(21) 555-0091","21/10/2017","2162,8","542671",21.5,9,"Flotemysost","10 - 500 g pkgs","0"
"1086","Customer",38,"Helen","Bennett","Cowes","UK","(198) 555-8888","14/08/2017","230,4","542603",17.2,12,"Flotemysost","10 - 500 g pkgs","0"
"1087","Customer",76,"Pascale","Cartrain","Charleroi","Belgium","(071) 23 67 22 20","30/07/2017","3891","542588",17.2,50,"Flotemysost","10 - 500 g pkgs","0"
"1088","Customer",87,"Pirkko","Koskitalo","Oulu","Finland","981-443655)","27/07/2017","2684","542585",17.2,30,"Flotemysost","10 - 500 g pkgs","0"
"1089","Customer",67,"Janete","Limeira","Rio de Janeiro","Brazil","(21) 555-3412","19/07/2017","914,4","542577",17.2,2,"Flotemysost","10 - 500 g pkgs","0"
"1090","Customer",56,"Henriette","Pfalzheim","Köln","Germany","0221-0644327","09/06/2017","1194","542537",17.2,15,"Flotemysost","10 - 500 g pkgs","0"
"1091","Customer",65,"Paula","Wilson","Albuquerque","USA","(505) 555-5939)","03/06/2017","3868,6","542531",17.2,60,"Flotemysost","10 - 500 g pkgs","0"
"1092","Customer",83,"Palle","Ibsen","Århus","Denmark","86 21 32 43","01/06/2017","1765,6","542529",17.2,30,"Flotemysost","10 - 500 g pkgs","0"
"1093","Customer",25,"Peter","Franken","München","Germany","089-0877310","29/05/2017","1903,8","542526",17.2,60,"Flotemysost","10 - 500 g pkgs","0"
"1094","Customer",70,"Jonas","Bergulfsen","Stavern","Norway","07-98 92 35","20/05/2017","1058,4","542517",17.2,15,"Flotemysost","10 - 500 g pkgs","0"
"1095","Customer",24,"Maria","Larsson","Bräcke","Sweden","0695-34 67 21","11/05/2017","103,2","542508",17.2,6,"Flotemysost","10 - 500 g pkgs","0"
"1096","Customer",37,"Patricia","McKenna","Cork","Ireland","2967 542","06/05/2017","1708","542503",17.2,50,"Flotemysost","10 - 500 g pkgs","0"
"1097","Customer",19,"Ann","Devon","London","UK","(171) 555-0297","27/04/2017","950","542494",17.2,5,"Flotemysost","10 - 500 g pkgs","0"
"1098","Customer",87,"Pirkko","Koskitalo","Oulu","Finland","981-443655)","27/03/2017","954","542463",17.2,40,"Flotemysost","10 - 500 g pkgs","0"
"1099","Customer",87,"Pirkko","Koskitalo","Oulu","Finland","981-443655)","14/03/2017","516","542450",17.2,30,"Flotemysost","10 - 500 g pkgs","0"
"1100","Customer",37,"Patricia","McKenna","Cork","Ireland","2967 542","03/03/2017","1762","542439",17.2,3,"Flotemysost","10 - 500 g pkgs","0"
"1101","Customer",80,"Miguel","Angel Paolino","México D.F.","Mexico","(5) 555-2933","26/02/2017","954,4","542434",17.2,2,"Flotemysost","10 - 500 g pkgs","0"
"1102","Customer",85,"Paul","Henriot","Reims","France","26.47.15.10","27/01/2017","538,6","542404",17.2,20,"Flotemysost","10 - 500 g pkgs","0"
"1103","Customer",50,"Catherine","Dewey","Bruxelles","Belgium","(02) 201 24 67","06/02/2018","1434","542779",34.8,15,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1104","Customer",47,"Felipe","Izquierdo","I. de Margarita","Venezuela","(8) 34-56-12","26/01/2018","2720,05","542768",34.8,60,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1105","Customer",71,"Jose","Pavarotti","Boise","USA","(208) 555-8097","26/12/2017","6475,4","542737",34.8,12,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1106","Customer",52,"Alexander","Feuer","Leipzig","Germany","0342-023176","24/11/2017","2147,4","542705",34.8,30,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1107","Customer",73,"Jytte","Petersen","Kobenhavn","Denmark","31 12 34 56","05/11/2017","835,2","542686",34.8,24,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1108","Customer",11,"Victoria","Ashworth","London","UK","(171) 555-1212","18/10/2017","139,8","542668",34.8,1,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1109","Customer",68,"Michael","Holz","Genève","Switzerland","0897-034214","17/10/2017","1823,8","542667",34.8,21,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1110","Customer",24,"Maria","Larsson","Bräcke","Sweden","0695-34 67 21","13/10/2017","2295,2","542663",34.8,24,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1111","Customer",32,"Howard","Snyder","Eugene","USA","(503) 555-7555","08/10/2017","396,2","542658",34.8,9,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1112","Customer",44,"Renate","Messner","Frankfurt a.M.","Germany","069-0245984","07/09/2017","1380,6","542627",27.8,25,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1113","Customer",84,"Mary","Saveley","Lyon","France","78.32.54.86","31/07/2017","1688","542589",27.8,40,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1114","Customer",16,"Elizabeth","Brown","London","UK","(171) 555-2282","07/07/2017","631,6","542565",27.8,10,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1115","Customer",25,"Peter","Franken","München","Germany","089-0877310","29/05/2017","1903,8","542526",27.8,21,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1116","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","23/05/2017","2275,2","542520",27.8,24,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1117","Customer",62,"Lúcia","Carvalho","Sao Paulo","Brazil","(11) 555-1189","05/05/2017","12281,2","542502",27.8,42,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1118","Customer",25,"Peter","Franken","München","Germany","089-0877310","31/03/2017","2467","542467",27.8,25,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1119","Customer",46,"Carlos","González","Barquisimeto","Venezuela","(9) 331-6954","24/03/2017","1940","542460",27.8,25,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1120","Customer",39,"Philip","Cramer","Brandenburg","Germany","0555-09876","19/03/2017","1497","542455",27.8,40,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1121","Customer",7,"Frédérique","Citeaux","Strasbourg","France","88.60.15.31","19/02/2017","1420","542427",27.8,20,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1122","Customer",46,"Carlos","González","Barquisimeto","Venezuela","(9) 331-6954","05/02/2017","1414,8","542413",27.8,3,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1123","Customer",85,"Paul","Henriot","Reims","France","26.47.15.10","27/01/2017","538,6","542404",27.8,7,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1124","Customer",65,"Paula","Wilson","Albuquerque","USA","(505) 555-5939)","25/01/2017","1456","542402",27.8,24,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1125","Customer",89,"Karl","Jablonski","Seattle","USA","(206) 555-4112","22/01/2017","676","542399",27.8,20,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1126","Customer",33,"Manuel","Pereira","Caracas","Venezuela","(2) 283-2951","21/01/2017","1101,2","542398",27.8,4,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1127","Customer",85,"Paul","Henriot","Reims","France","26.47.15.10","01/01/2017","440","542378",34.8,5,"Mozzarella di Giovanni","24 - 200 g pkgs","0"
"1128","Customer",24,"Maria","Larsson","Bräcke","Sweden","0695-34 67 21","01/04/2018","2545","542833",15,35,"Röd Kaviar","24 - 150 g jars","0"
"1129","Customer",89,"Karl","Jablonski","Seattle","USA","(206) 555-4112","22/03/2018","2334","542823",15,15,"Röd Kaviar","24 - 150 g jars","0"
"1130","Customer",25,"Peter","Franken","München","Germany","089-0877310","27/02/2018","2301,75","542800",15,50,"Röd Kaviar","24 - 150 g jars","0"
"1131","Customer",71,"Jose","Pavarotti","Boise","USA","(208) 555-8097","15/01/2018","1264,5","542757",15,35,"Röd Kaviar","24 - 150 g jars","0"
"1132","Customer",36,"Yoshi","Latimer","Elgin","USA","(503) 555-6874","19/12/2017","479,8","542730",15,30,"Röd Kaviar","24 - 150 g jars","0"
"1133","Customer",4,"Thomas","Hardy","London","UK","(171) 555-7788","07/11/2017","2142,9","542688",15,3,"Röd Kaviar","24 - 150 g jars","0"
"1134","Customer",68,"Michael","Holz","Genève","Switzerland","0897-034214","17/10/2017","1823,8","542667",15,9,"Röd Kaviar","24 - 150 g jars","0"
"1135","Customer",24,"Maria","Larsson","Bräcke","Sweden","0695-34 67 21","13/10/2017","2295,2","542663",15,24,"Röd Kaviar","24 - 150 g jars","0"
"1136","Customer",25,"Peter","Franken","München","Germany","089-0877310","29/08/2017","1560","542618",12,20,"Röd Kaviar","24 - 150 g jars","0"
"1137","Customer",88,"Paula","Parente","Resende","Brazil","(14) 555-8122","22/06/2017","1897,6","542550",12,20,"Röd Kaviar","24 - 150 g jars","0"
"1138","Customer",5,"Christina","Berglund","Luleå","Sweden","0921-12 34 65","31/01/2017","1488,8","542408",12,25,"Röd Kaviar","24 - 150 g jars","0"
"1139","Customer",35,"Carlos","Hernández","San Cristóbal","Venezuela","(5) 555-1340","27/08/2017","1272","542616",8,16,"Longlife Tofu","5 kg pkg","0"
"1140","Customer",51,"Jean","Fresnière","Montréal","Canada","(514) 555-8054","11/07/2017","1078","542569",8,30,"Longlife Tofu","5 kg pkg","0"
"1141","Customer",63,"Horst","Kloss","Cunewalde","Germany","0372-035188","20/06/2017","1814,8","542548",8,15,"Longlife Tofu","5 kg pkg","0"
"1142","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","15/05/2017","2900","542512",8,50,"Longlife Tofu","5 kg pkg","0"
"1143","Customer",46,"Carlos","González","Barquisimeto","Venezuela","(9) 331-6954","14/05/2017","112","542511",8,14,"Longlife Tofu","5 kg pkg","0"
"1144","Customer",14,"Yang","Wang","Bern","Switzerland","0452-076545","03/05/2017","1174","542500",8,20,"Longlife Tofu","5 kg pkg","0"
"1145","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","16/01/2017","2464,8","542393",8,36,"Longlife Tofu","5 kg pkg","0"
"1146","Customer",14,"Yang","Wang","Bern","Switzerland","0452-076545","07/01/2017","625,2","542384",8,21,"Longlife Tofu","5 kg pkg","0"
"1147","Customer",3,"Antonio","Moreno","México D.F.","Mexico","(5) 555-3932","11/03/2018","375,5","542812",7.75,30,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1148","Customer",25,"Peter","Franken","München","Germany","089-0877310","27/02/2018","2301,75","542800",7.75,25,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1149","Customer",23,"Martine","Rancé","Lille","France","20.16.10.16","22/01/2018","4985,5","542764",7.75,2,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1150","Customer",41,"Annette","Roulet","Toulouse","France","61.77.61.10","19/01/2018","62","542761",7.75,8,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1151","Customer",35,"Carlos","Hernández","San Cristóbal","Venezuela","(5) 555-1340","01/01/2018","358","542743",7.75,40,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1152","Customer",89,"Karl","Jablonski","Seattle","USA","(206) 555-4112","15/12/2017","1476,1","542726",7.75,30,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1153","Customer",21,"Aria","Cruz","Sao Paulo","Brazil","(11) 555-9857","30/11/2017","387,5","542711",7.75,50,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1154","Customer",45,"Jaime","Yorres","San Francisco","USA","(415) 555-5938","28/11/2017","317,75","542709",7.75,21,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1155","Customer",82,"Helvetius","Nagy","Kirkland","USA","(206) 555-8257","26/11/2017","569","542707",7.75,20,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1156","Customer",5,"Christina","Berglund","Luleå","Sweden","0921-12 34 65","21/11/2017","1565,65","542702",7.75,15,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1157","Customer",44,"Renate","Messner","Frankfurt a.M.","Germany","069-0245984","06/11/2017","1152,5","542687",7.75,20,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1158","Customer",35,"Carlos","Hernández","San Cristóbal","Venezuela","(5) 555-1340","01/11/2017","880,5","542682",7.75,30,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1159","Customer",20,"Roland","Mendel","Graz","Austria","7675-3425","24/09/2017","8623,45","542644",7.75,50,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1160","Customer",71,"Jose","Pavarotti","Boise","USA","(208) 555-8097","20/09/2017","4735,44","542640",7.75,36,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1161","Customer",35,"Carlos","Hernández","San Cristóbal","Venezuela","(5) 555-1340","31/08/2017","3163,2","542620",6.2,36,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
"1162","Customer",58,"Guillermo","Fernández","México D.F.","Mexico","(5) 552-3745","15/08/2017","1249,1","542604",6.2,10,"Rhönbräu Klosterbier","24 - 0.5 l bottles","0"
